participant_id,frame_id,timestamp,action,left_arm_human_theta,right_arm_human_theta,head_human_theta,left_arm_human_phi,right_arm_human_phi,head_human_phi,left_arm_robot,right_arm_robot,head_robot
18,1975,"1,64986453982996E+018",dinner_plate,[1.47280363 2.10020524 0.96389284 0.96389218],[1.46582866 2.22801735 0.90975916 0.90975896],"[0, 0]",[-1.44640268 -2.00764565  2.69845027  2.69844956],[ 1.5810935   2.49501662 -2.64988608 -2.64988541],"[0, 0]","[6.283185307179586, 6.057787147179586, 4.883185307179586, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.058694877179586, 1.4, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
18,2675,"1,64986454210874E+018",initial,[1.59966885 2.76227012 2.8514969  2.85149659],[1.64864709 2.88307126 2.81219325 2.81219329],"[0, 0]",[-1.49877496 -0.80371294 -2.63842063 -2.63842092],[ 1.52013731  0.81910629 -3.00219923 -3.00219911],"[0, 0]","[6.283185307179586, 4.886921905584122, 1.0471975511965976, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.886921905584122, 5.235987755982989, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
18,2703,"1,64986454219577E+018",fork,[1.52490097 2.1365823  0.60277213 0.60277101],[1.57961958 2.28494701 0.57294101 0.57294101],"[0, 0]",[-1.55124722 -1.5552512   2.9399011   2.93990039],[ 1.52088975  2.05128322 -2.68569376 -2.68569361],"[0, 0]","[6.283185307179586, 0.78539816, 5.733185307179586, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.78539816, 0.55, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
18,3012,"1,64986454317862E+018",salt_shaker_right,[1.57810509 2.23855116 2.60848666 2.60848724],[1.64626173 2.80330416 2.68363317 2.68363325],"[0, 0]",[-1.37107083 -0.31542821 -0.7169789  -0.71698013],[ 1.53126374  0.83865366 -3.08448952 -3.08448936],"[0, 0]","[6.283185307179586, 5.829203707179587, 1.42233537, 5.249664307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.797787147179586, 4.251252707179586, 5.252081167179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
18,3023,"1,64986454321952E+018",salt_shaker_left,[1.53395782 2.56132512 2.11590731 2.11590714],[1.59886241 2.40183117 2.80673509 2.8067346 ],"[0, 0]",[-1.42022906 -0.72599988 -3.02785209 -3.02785178],[1.47068043 0.32441815 0.7973556  0.79735422],"[0, 0]","[6.283185307179586, 4.829203707179586, 5.260849937179586, 1.033521, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.797787147179586, 1.38319326, 1.02110414, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
18,3235,"1,64986454399311E+018",sugar_bowl,[1.54934133 2.65149507 1.8616075  1.86160746],[1.61763746 2.7375202  1.86110398 1.86110413],"[0, 0]",[-1.47401588 -0.85584685  3.02549495  3.02549501],[ 1.51780815  0.91037822 -2.98249505 -2.98249506],"[0, 0]","[6.283185307179586, 5.397787147179586, 2.37894828, 5.023619017179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 3.9649138071795864, 5.028849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
18,3405,"1,64986454465071E+018",mixer,[1.51921888 1.9984766  0.46382541 0.46382508],[1.52283014 2.06038903 0.43683251 0.43683215],"[0, 0]",[-1.53877859 -1.52541268  2.38653004  2.38652929],[ 1.43802807  2.01959338 -2.14604797 -2.14604611],"[0, 0]","[6.283185307179586, 0.98539816, 5.665191427179586, 0.68295178, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.98539816, 0.61799388, 0.64633648, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,870,"1,64986451504745E+018",teacup,[1.60555785 2.95715146 2.8375497  2.83754926],[1.63621791 2.70753474 2.54168638 2.54168636],"[0, 0]",[-1.71105099 -1.34000746 -3.04172234 -3.04172254],[ 1.4749165   1.33426133 -2.90164455 -2.90164387],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.897787147179586, 3.9042370271795863, 5.788849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,1120,"1,64986451510052E+018",teapot,[1.53229925 1.14020827 0.848258   0.84825735],[1.69789941 2.66275222 2.48425619 2.48425687],"[0, 0]",[-1.47482502 -1.43902143 -1.46620576 -1.46620839],[ 1.45461821  1.15294097 -2.78443548 -2.78443491],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.08539816, 2.07894828, 5.588849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,1352,"1,64986451515049E+018",spoon,[1.51056764 2.19602728 0.73635261 0.73635276],[1.68520036 2.23217296 0.42087556 0.42087512],"[0, 0]",[-1.63648955 -1.57737017  2.25853238  2.25853263],[ 1.42734823  1.90270101 -2.04460832 -2.04460621],"[0, 0]","[6.283185307179586, 1.33989663, 0.08539816, 0.55458098, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 1.33989663, 6.197787147179586, 0.52233537, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,1488,"1,64986451517963E+018",ladle,[1.58547089 2.31831358 1.31539021 1.31539025],[1.62471461 2.49091978 1.22179158 1.22179159],"[0, 0]",[-1.63352739 -2.73150089  2.23667364  2.23667385],[ 1.5644313   2.5676162  -2.54539757 -2.54539785],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.944236227179586, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.36196441, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,1973,"1,64986451528461E+018",shallow_plate,[1.56513585 1.9334086  0.87498368 0.87498322],[1.62946535 2.08779966 0.924329   0.92432835],"[0, 0]",[-1.61481112 -2.39918115  2.98245071  2.98245063],[1.49931269 2.40680983 2.93440187 2.93440145],"[0, 0]","[6.283185307179586, 6.097787147179586, 5.175930567179586, 1.22173048, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.097787147179586, 1.10934704, 1.22525856, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,2132,"1,64986451531823E+018",knife,[1.67984061 2.97676941 2.72955462 2.72955385],[1.54961648 2.12603041 0.70000326 0.70000352],"[0, 0]",[-1.58394753 -1.35699953  3.09233465  3.09233481],[ 1.64349686  2.41388463 -2.02552379 -2.0255251 ],"[0, 0]","[6.283185307179586, 0.48227102, 6.028849777179587, 1.51581301, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.46879657, 0.46356581, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,2357,"1,64986451536748E+018",fork,[1.59040297 2.39567358 0.75548422 0.75548321],[1.65972607 2.52918006 0.60587885 0.60588019],"[0, 0]",[-1.54003181 -1.96450864  2.59045141  2.59044987],[ 1.44183415  2.26200553 -2.60638648 -2.60638824],"[0, 0]","[6.283185307179586, 0.78539816, 5.733185307179586, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.78539816, 0.55, 1.2, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,2567,"1,64986451541205E+018",salt_shaker_left,[1.62234552 2.32200364 1.76097855 1.76097853],[1.68933685 2.90430015 2.79495666 2.79495747],"[0, 0]",[-1.7737251  -2.54179284 -3.12693496 -3.12693484],[1.38845299 1.36838878 2.79256301 2.7925615 ],"[0, 0]","[6.283185307179586, 4.829203707179586, 5.260849937179586, 1.033521, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.797787147179586, 1.38319326, 1.02110414, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,2579,"1,64986451541454E+018",salt_shaker_right,[1.62162701 2.7501129  2.83829224 2.83829247],[1.67444749 2.13321334 1.38873544 1.3887355 ],"[0, 0]",[-1.45910987 -0.67588719 -2.16222042 -2.16221817],[1.71750041 2.90484302 3.1287289  3.12872883],"[0, 0]","[6.283185307179586, 5.829203707179587, 1.42233537, 5.249664307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.797787147179586, 4.251252707179586, 5.252081167179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,2847,"1,64986451547141E+018",sugar_bowl,[1.54379901 2.4996902  1.2872767  1.28727661],[1.61511345 2.42193149 1.13373582 1.13373534],"[0, 0]",[-1.61125792 -2.54979109  2.21818869  2.21818778],[ 1.52644415  2.68654067 -2.35882506 -2.35882414],"[0, 0]","[6.283185307179586, 5.397787147179586, 2.37894828, 5.023619017179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 3.9649138071795864, 5.028849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,3013,"1,64986451550675E+018",mixer,[1.5398404  1.88988283 0.40178756 0.4017877 ],[1.61512036 1.95353494 0.41005289 0.41005289],"[0, 0]",[-1.62258401 -2.55572291  1.70962466  1.70962661],[ 1.45080065  2.46095842 -2.8592842  -2.85928352],"[0, 0]","[6.283185307179586, 0.98539816, 5.665191427179586, 0.68295178, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.98539816, 0.61799388, 0.64633648, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
17,3157,"1,64986451553898E+018",pressure_cooker,[1.56707367 1.83318018 1.27725203 1.27725163],[1.5995954  1.90507159 1.21615514 1.21615506],"[0, 0]",[-1.64928745 -2.69775043 -3.10240736 -3.10240716],[1.43300184 2.56343103 2.82445616 2.8244562 ],"[0, 0]","[6.283185307179586, 0.16787513, 4.569468577179586, 0.01895146, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.18539816, 1.82565493, 0.025741361, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,371,"1,64986457054477E+018",teacup,[1.57475985 2.84552246 2.95872399 2.95872354],[1.64464667 2.66959831 2.51599254 2.51599206],"[0, 0]",[-1.59026174 -0.81207339 -2.03176074 -2.03176413],[ 1.5089892   1.19335762 -2.31978544 -2.31978665],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.897787147179586, 3.9042370271795863, 5.788849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,540,"1,64986457122584E+018",teapot,[1.47594687 1.43519635 0.96539636 0.96539601],[1.66167697 2.71090389 2.37164446 2.37164434],"[0, 0]",[-1.52080672 -1.7270771  -1.78633003 -1.78633006],[ 1.50802088  1.1499003  -2.45134717 -2.45134722],"[0, 0]","[6.283185307179586, 5.4977871471795865, 0.93182715, 4.8236190171795865, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.08539816, 2.07894828, 5.588849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,751,"1,64986457193865E+018",spoon,[1.51549431 1.46163589 0.70848311 0.70848327],[1.61709911 1.57354695 0.55077789 0.55077768],"[0, 0]",[-1.60327245 -1.64738613  1.66423427  1.66423278],[ 1.49316427  1.86559862 -1.59802648 -1.598028  ],"[0, 0]","[6.283185307179586, 1.33989663, 0.08539816, 0.55458098, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 1.33989663, 6.197787147179586, 0.52233537, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1094,"1,64986457300944E+018",ladle,[1.5943053  2.6731529  1.67311958 1.67311953],[1.68630124 2.68990621 1.63489798 1.63489801],"[0, 0]",[-1.60065032 -2.20439966  2.48763013  2.48763013],[ 1.54685598  2.35301094 -2.67350446 -2.67350465],"[0, 0]","[6.283185307179586, 5.397787147179586, 4.944236227179586, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 1.36196441, 1.45, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1107,"1,6498645730406E+018",initial,[1.62639572 2.91888579 2.9486538  2.94865398],[1.68962228 2.88288392 2.74340738 2.74340648],"[0, 0]",[-1.66896177 -1.18681732 -1.81734659 -1.81734749],[ 1.58578761  1.25083099 -2.86078558 -2.86078617],"[0, 0]","[6.283185307179586, 4.886921905584122, 1.0471975511965976, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.886921905584122, 5.235987755982989, 6.283185307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1159,"1,64986457322146E+018",shallow_plate,[1.63047008 1.7100644  1.51564415 1.51564424],[1.7003956  1.92687812 1.24413459 1.24413502],"[0, 0]",[-1.65778649 -2.14210753  2.10368073  2.10368082],[ 1.56043942  2.30638641 -2.21039725 -2.21039716],"[0, 0]","[6.283185307179586, 6.097787147179586, 5.175930567179586, 1.22173048, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.097787147179586, 1.10934704, 1.22525856, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,2896,"1,64986457906942E+018",dinner_plate,[1.54921904 2.40019335 0.75090027 0.75090045],[1.57434178 2.43453592 0.66293151 0.66293156],"[0, 0]",[-1.55415487 -2.14419507  2.38309389  2.38309388],[ 1.48530537  2.45211379 -2.70707753 -2.7070777 ],"[0, 0]","[6.283185307179586, 6.057787147179586, 4.883185307179586, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 6.058694877179586, 1.4, 1.8, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1204,"1,64986457337946E+018",salt_shaker_left,[1.57970195 2.60167874 1.87666201 1.87666202],[1.62128847 2.53656152 2.75610441 2.75610282],"[0, 0]",[-1.65100578 -2.54547109  3.08451172  3.08451167],[1.43754978 0.30554783 0.60598691 0.60598434],"[0, 0]","[6.283185307179586, 4.829203707179586, 5.260849937179586, 1.033521, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.797787147179586, 1.38319326, 1.02110414, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1220,"1,64986457342072E+018",salt_shaker_right,[1.53899566 2.34884408 2.4651343  2.46513437],[1.69303114 2.61752033 1.86069121 1.86069108],"[0, 0]",[-1.35432192 -0.33110108 -0.54252368 -0.54252363],[ 1.71737892  2.93181407 -3.07096264 -3.07096267],"[0, 0]","[6.283185307179586, 5.829203707179587, 1.42233537, 5.249664307179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 4.797787147179586, 4.251252707179586, 5.252081167179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1524,"1,6498645746275E+018",sugar_bowl,[1.5810638  2.83473214 1.59733693 1.59733692],[1.67024511 2.8388597  1.63504542 1.63504543],"[0, 0]",[-1.58220318 -2.22148022  2.66460643  2.66460663],[ 1.51224179  2.43516484 -2.62428951 -2.62428904],"[0, 0]","[6.283185307179586, 5.397787147179586, 2.37894828, 5.023619017179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 5.397787147179586, 3.9649138071795864, 5.028849777179586, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1615,"1,64986457491878E+018",mixer,[1.47278136 2.29970324 0.72545035 0.72545046],[1.69385839 1.96640025 0.36370216 0.36370262],"[0, 0]",[-1.4656128  -1.84873541  2.20430525  2.20430679],[ 1.5667227   2.33934039 -2.92179053 -2.9217907 ],"[0, 0]","[6.283185307179586, 0.98539816, 5.665191427179586, 0.68295178, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.98539816, 0.61799388, 0.64633648, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
19,1772,"1,64986457550563E+018",pressure_cooker,[1.82046834 1.77110353 1.28447845 1.28447835],[1.80763937 1.97607943 0.91537127 0.91537119],"[0, 0]",[-1.54288025 -2.26210778  1.85448519  1.85448422],[ 1.46844894  2.23786864 -2.23714947 -2.23714909],"[0, 0]","[6.283185307179586, 0.16787513, 4.569468577179586, 0.01895146, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[6.283185307179586, 0.18539816, 1.82565493, 0.025741361, 6.283185307179586, 6.283185307179586, 6.283185307179586]","[0, 0]"
